Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover 
6/19/2013,656.1,666.6,652.85,665.2,665.2,2411739,15928.86
6/18/2013,668,668,655,659.3,657.45,3111642,20579.64
6/17/2013,665.6,669.2,657.35,668.3,667.35,3267727,21688.15
6/14/2013,662,668.45,659.3,663.05,665.05,3741303,24853.67
6/13/2013,657.6,661,653.35,656.35,655.1,1787434,11731.94
6/12/2013,662,673.4,658.45,664,663.95,2453913,16356.12
6/11/2013,673.45,680.9,662.2,665,664.9,2955215,19823.21
6/10/2013,681.05,687,671.5,681,676.35,1592003,10784.6
6/7/2013,681.75,693.4,673.2,678.15,676.15,2389056,16280.51
6/6/2013,683.5,689.4,678,681.3,682.2,1779103,12152.75
6/5/2013,682,694.4,678.5,689.85,687.95,1890919,12998.16
6/4/2013,687.3,693.8,681,682.65,683.05,1404081,9643.97
6/3/2013,698,701.4,686.55,687.2,689.15,1972531,13665.86
5/31/2013,717.25,720.7,697.7,699.5,700.5,3083224,21700.36
5/30/2013,710.1,727.3,710.1,722.15,725.15,3839364,27734.79
5/29/2013,710.05,718.45,703.85,715.5,715.95,1233373,8768.17
5/28/2013,714.25,720.8,706.8,712.2,713.3,1676979,11971.68
5/27/2013,698.6,717,698.6,715.1,715.05,2248802,16030.27
5/24/2013,705.75,705.75,694.3,702.95,701.35,2066060,14476.47
5/23/2013,699,706.45,694.3,698,698.6,1976312,13838.85
5/22/2013,707.5,712,698,706,703.45,1353028,9505.85
5/21/2013,714,718,705.05,705.75,707.8,2301625,16353.77
5/20/2013,719.5,724,712.15,716.9,714.5,1460402,10478.21
5/17/2013,722.5,722.5,709.2,718,718.9,3204963,22964.87
5/16/2013,712,724,711,722.5,722.8,2915154,20999.72
5/15/2013,693.5,716,691.35,714.4,714.85,3543370,25112.35
5/14/2013,690.05,694.9,685.1,688.5,689.05,1663419,11475.07
5/13/2013,705,711.45,690.8,692.75,692.75,2398493,16868.89
5/11/2013,702.1,705,701.15,705,702.8,219025,1539.21
5/10/2013,688.7,704.9,688.65,704,703.35,3478314,24328.46
5/9/2013,699.05,699.5,688.2,690.9,690.05,1130840,7854.44
5/8/2013,689,699.5,686.5,698.6,697.15,2163489,15006.97
5/7/2013,676.3,689.9,672.5,688.15,688.05,2774616,18915.98
5/6/2013,679,679.3,669.95,677.7,675.5,1918365,12907.95
5/3/2013,692.6,694,678.65,680.5,680.95,3071646,21037.95
5/2/2013,684.4,694,682.3,693.8,692.5,3075817,21235.99
4/30/2013,694,695.95,676.8,682.1,682.3,3138068,21444.52
4/29/2013,688.25,696.85,686.5,693.5,695.15,2918858,20281.25
4/26/2013,687.65,692.25,683,687.3,689.1,2142186,14728.91
4/25/2013,692.35,695,680.05,689.45,689.55,6473781,44548.14
4/23/2013,698.8,700,678.8,685.35,689,5965890,41093.8
4/22/2013,674.7,702,674.7,701.35,698.3,4965038,34514.72
4/18/2013,654,675.4,654,673,673.6,2305946,15373.57
4/17/2013,665,671.85,656.8,660.65,660.1,3739237,24820.59
4/16/2013,643,665.85,642.35,665.85,663.35,3435078,22637.71
4/15/2013,642.1,643.45,635,641.3,641.55,3980942,25460.58
4/12/2013,636.1,645.85,636.1,641.3,643.7,3801520,24391.37
4/11/2013,632.5,642,631.9,639.1,639.25,6266517,39965.96
4/10/2013,626.8,633.65,618.95,628,632,3786126,23717.43
4/9/2013,628.1,628.1,617.4,620.6,620.6,3690102,22977.05
4/8/2013,618.95,628.95,617.75,625,624.45,2163032,13490.49
4/5/2013,614.95,626.4,613.4,623.15,620.95,3239980,20089.05
4/4/2013,618.8,623.4,613.45,614.95,616.15,2045496,12655.06
4/3/2013,628,631.65,619.5,620.9,623.65,1675904,10517.46
4/2/2013,625,634.3,617.9,628.15,629.9,1714355,10758.31
4/1/2013,624.65,629,621,624.9,623.85,1677193,10482.14
3/28/2013,616.5,631.15,606.95,627.1,625.35,4874023,30033.79
3/26/2013,606,617.5,602.55,612.95,614.5,3318601,20358.17
3/25/2013,611,613.35,607.55,611,609.4,6799744,41505.18
3/22/2013,609,614.6,602.6,604,605.25,7381475,45028.33
3/21/2013,622.65,628.8,603.75,604,607,3613147,22229.82
3/20/2013,632,633.45,621,624.55,625.5,2834109,17758.45
3/19/2013,643,643.8,624,632.25,631.55,5007115,31709.1
3/18/2013,633,654,630,640.55,643.3,4390481,28208.71
3/15/2013,645,649.9,633.8,641.85,639.4,3859902,24719.78
3/14/2013,634.9,653.5,615.35,651.45,649.25,7978609,50804.04
3/13/2013,641.05,645.9,632.2,636,634.9,1978343,12622.58
3/12/2013,653,655.7,640.1,643,644,1723931,11151.93
3/11/2013,657.3,659.7,650.25,654.05,655.25,2126146,13920.4
3/8/2013,644.2,660,643.4,656.25,657.3,2649215,17241.22
3/7/2013,628.35,642.95,627.15,641.3,641.8,1487746,9426.59
3/6/2013,634.95,637.15,629,632.05,630.5,2733329,17300.52
3/5/2013,630.9,634.7,623.15,632.7,632.95,2639395,16617.35
3/4/2013,620.35,630.3,618,627.65,627.65,2992450,18669.86
3/1/2013,625,629.6,616.3,619.45,622.5,4305182,26829.12
2/28/2013,646.95,654.95,619.35,631,625.35,6971751,44095.12
2/27/2013,652.3,654,640.9,644.45,642.75,3217834,20731.59
2/26/2013,654.8,663,645.4,647.3,651.25,2935660,19234.57
2/25/2013,663.25,665.2,654.1,654.45,656.45,1888236,12460.26
2/22/2013,662.2,666.4,657.55,659,659.3,1927096,12760.25
2/21/2013,675,677.45,664.05,664.1,666.25,2717968,18227.43
2/20/2013,677.5,680.8,674.9,677.5,676.95,1715421,11623.36
2/19/2013,674.5,677.4,671.55,674.05,674.8,593703,4007.56
2/18/2013,678,680.9,674,674.65,676,2367291,16068.26
2/15/2013,671.7,680.8,668.2,676.4,676.75,3122195,21157.1
2/14/2013,664,678.4,662,673.95,674.8,4421038,29720.39
2/13/2013,663.3,667.4,659.5,662.3,664.2,3627208,24087.32
2/12/2013,655.65,667,655.65,664.1,665.2,3958209,26200.23
2/11/2013,650,659.95,650,656.35,656.95,3791765,24880.31
2/8/2013,640.5,653.4,640.5,648.5,650.05,4706664,30544.77
2/7/2013,636.3,643,634.55,642,641.5,2270709,14517.66
2/6/2013,646.6,646.9,637.2,639.5,639.5,2468397,15796.86
2/5/2013,636.35,647.2,636.35,643.5,644.15,1865005,11992.05
2/4/2013,641.15,649.5,640,645.05,646.9,2618950,16928.06
2/1/2013,644.8,644.85,636.2,639,640.15,2621036,16755.25
1/31/2013,656.6,657.9,640.1,643,643.05,3472096,22451.27
1/30/2013,653,658.4,644,657.75,656.65,2509908,16386
1/29/2013,670.75,670.9,650,652.6,652.45,2990437,19708.03
1/28/2013,665.25,672,664.45,669.1,670.35,1842005,12321.96
1/25/2013,660.3,667,655.55,665.15,665.05,1397433,9250.14
1/24/2013,655.6,662.75,655.25,662,660.3,1536990,10138.96
1/23/2013,657,663,654.35,659.05,656.6,1769935,11660.04
1/22/2013,658.5,661,647.55,654.55,653.75,2121532,13936.08
1/21/2013,660,663.4,654.75,656.45,658.55,2713680,17895.33
1/18/2013,670,674,655.3,659,662.85,5056173,33626.49
1/17/2013,657.7,670.85,654.05,665.9,666.8,3211036,21310.74
1/16/2013,665.55,669.2,657.6,660.85,660.5,2287689,15206.6
1/15/2013,670.8,675.45,665,667.45,668.3,2065844,13807.97
1/14/2013,668.15,670.5,667.1,669.35,669.3,2847437,19053.01
1/11/2013,676.9,676.9,666.7,668,669.3,2570857,17228.05
1/10/2013,669.5,678,666.5,674,675.8,2282592,15382.35
1/9/2013,672,672.55,666.05,667.55,667.5,3217991,21559.18
1/8/2013,668,673.4,665.7,670.2,670.25,2471299,16541.45
1/7/2013,683.7,683.7,666,668,668.2,2751142,18461.09
1/4/2013,685,685,672.8,679.85,679.35,2721127,18418.09
1/3/2013,690,690,680.4,682.45,683.35,2285683,15650.14
1/2/2013,689.9,690,683.05,688.15,687.35,2427399,16675.32
1/1/2013,682.1,685.1,679.65,683.6,684.5,1007303,6876.66
12/31/2012,677,680,674,678.1,678.6,1276822,8641.98
12/28/2012,681.1,683,674.15,676.2,677.65,1756066,11896.88
12/27/2012,684,684,676.7,682,680.1,2464542,16741.49
12/26/2012,678.1,684.85,673.1,680,680.3,1430804,9730.35
12/24/2012,680,680.15,671.8,677,676.1,1370563,9249.66
12/21/2012,681,682,674.05,676.15,676,2771561,18757.51
12/20/2012,686,687,680.25,682.95,683.4,2565187,17516.58
12/19/2012,674.55,689.25,674.5,687.7,688,4122253,28183.48
12/18/2012,677.95,682.2,669.75,676,675.95,3343768,22598.73
12/17/2012,687.9,687.9,673.6,677.7,676.5,3057553,20751.38
12/14/2012,690.05,694.4,685.35,688.85,688.75,2093473,14433.09
12/13/2012,693.85,696,689,690.55,691.05,1570808,10886.28
12/12/2012,691.25,696,688.5,693.7,693.85,1934126,13396.55
12/11/2012,695.25,699,686.3,690.75,690.85,3375138,23399.65
12/10/2012,690,696.5,689.65,693.1,693,2081026,14415.17
12/7/2012,695.25,698,688,691.6,693.1,1984158,13712.75
12/6/2012,695.8,698.5,680.8,695.95,694.75,2726138,18718.86
12/5/2012,689,695,687,693,692.6,2304965,15972.63
12/4/2012,684.1,690,681.05,686.2,685.15,2169872,14849.21
12/3/2012,700,701.15,684,686.75,686.95,2909085,20025.97
11/30/2012,701,705.5,689.6,703,703.95,3909823,27364.8
11/29/2012,677.5,703.75,675.4,702.3,699.85,6299863,43625.73
11/27/2012,664.9,683.8,664.9,681,680.5,4125668,27984.85
11/26/2012,673,673.7,660.1,660.75,661.9,1370384,9088.14
11/23/2012,669.5,672.6,659.05,669,669.75,1312428,8748.42
11/22/2012,666.8,671.15,664,670,669.1,2110241,14107.31
11/21/2012,655.15,665.5,649.7,665.05,663.7,3232446,21289.48
11/20/2012,649.1,655.9,648.25,655.15,653.85,2338347,15259.52
11/19/2012,639.75,647.9,639.45,646.4,646.75,1446987,9312.65
11/16/2012,643,648.6,640.15,641.5,642.25,3025706,19518.45
11/15/2012,647,647.4,639,644.4,646.25,2360585,15195.26
11/13/2012,651,651.9,646.2,647.5,647.05,104547,677.37
11/12/2012,637.25,653.8,637.25,653.1,651.3,2414364,15623.53
11/9/2012,638.25,643,635,639,639.35,1105194,7068.05
11/8/2012,636.5,641,635.5,639.6,639,966950,6175.36
11/7/2012,639.75,645,636.9,641,640.05,2050165,13148.48
11/6/2012,633.95,641.2,633.95,641.2,639.55,1819521,11616.37
11/5/2012,632,636,630.75,635.55,635,1005532,6370.63
11/2/2012,638,638,628,632,630.3,1358193,8568.16
11/1/2012,632.75,635.7,627.5,628.1,628.6,1764615,11144.06
10/31/2012,634.1,635.9,630.05,631.4,634.2,1873242,11862.73
10/30/2012,637.05,644.8,630.6,632.65,633.65,2208726,14082.45
10/29/2012,637.85,642.5,635.55,640.5,640.6,1378082,8820.65
10/26/2012,636.65,639.8,631,637,637.15,1670317,10579.21
10/25/2012,632.65,641,629,641,637.35,4252835,27019.75
10/23/2012,639.05,639.5,632.5,635.05,634.1,2083240,13207.84
10/22/2012,625.2,640,625.2,639.9,639,2060351,13095.73
10/19/2012,632,635,627,627,628.5,2263850,14250.35
10/18/2012,630,637.9,624.45,635.95,636.2,1404615,8887.06
10/17/2012,632,632.5,626.5,628,628.1,1608443,10106.93
10/16/2012,635.25,635.5,628.1,629.05,630.4,1818459,11464.47
10/15/2012,632.4,634.9,622.6,633.95,634.15,1893017,11925.53
10/12/2012,630,635,626,629.2,631.15,3876602,24424
10/11/2012,621.15,627.8,618.45,627.8,624.85,2453233,15315.58
10/10/2012,624,624,616.2,617.7,617.95,1073754,6645.34
10/9/2012,624.95,630.5,622,624.25,625.75,1077692,6753.56
10/8/2012,623.9,623.9,616.55,621.5,620.7,2322668,14415.69
10/5/2012,638,638.65,505.05,621.45,622.4,3736756,23270.64
10/4/2012,621.5,633.9,621.45,631.55,631.3,3163016,19941.31
10/3/2012,624,626.8,617.95,619.15,619.45,2758057,17109.64
10/1/2012,629,632,620,622.15,622.85,2013696,12551.24
9/28/2012,631.9,634.3,626.1,627.7,629.15,2751922,17324.88
9/27/2012,633,637,625.2,627,630.8,3965436,25012.91
9/26/2012,634.85,636.6,624.15,631.3,630.75,2682627,16874.73
9/25/2012,633,638.9,626.15,637,636.9,2921536,18498.34
9/24/2012,625.5,636.9,622.8,634.4,635,4393720,27700.1
9/21/2012,608.7,629,605.1,628.95,625.15,5900712,36526.13
9/20/2012,602,610,601,607,606.9,2622832,15872.06
9/18/2012,608.3,612,603.85,607,605.45,2509794,15253
9/17/2012,619,619.95,605.5,606.65,608.3,5271712,32262.01
9/14/2012,606.6,614.75,600.95,612.5,612.75,6442805,39172.62
9/13/2012,601,601.5,593.55,600,599.2,849940,5082.75
9/12/2012,595.25,600,593.9,599.4,599.2,1597754,9547.11
9/11/2012,588.75,597,583.35,596,594.4,1577886,9303.8
9/10/2012,591.5,597,589.35,590.3,591.15,1508723,8939.49
9/8/2012,590.55,592.8,590.55,590.55,591.05,58599,346.48
9/7/2012,594.25,595,585.7,590.8,590.4,2801287,16537.64
9/6/2012,590.1,593.5,586.1,587.55,588.15,1274363,7525.19
9/5/2012,588,596,587.35,592,592.1,3039618,18018.13
9/4/2012,590.55,592.35,587.2,591,590.1,1443147,8515.83
9/3/2012,597.55,597.8,588,588.3,590.45,1859454,11053.15
8/31/2012,590.35,600,589.25,596,595.35,3126685,18619.29
8/30/2012,586,602,586,592.25,595.9,5679101,33755.11
8/29/2012,589.25,595.8,586.25,590,588.55,1682407,9958.36
8/28/2012,592.9,594.55,586.5,588.2,589.35,2223991,13119.82
8/27/2012,595,598.9,592.05,593.2,594.35,1011681,6019.63
8/24/2012,593.5,600.4,593.25,595.1,596.3,1677094,10019.97
8/23/2012,599.4,604.55,595.25,598,597.7,2356262,14126.27
8/22/2012,594.4,600.45,591.35,596.75,596.9,2395215,14327.5
8/21/2012,595,598.5,588.2,596.1,596.4,2085210,12339.18
8/17/2012,598.6,602.25,591.8,593.9,595.1,1921539,11464.33
8/16/2012,608,608.15,597.85,600.35,600.05,2035824,12239.55
8/14/2012,607.05,609,603.25,607.45,608.15,2806392,17025.89
8/13/2012,600,609.5,600,604.75,607.45,2105426,12717.98
8/10/2012,600,606.9,599.65,602.35,602.15,3781855,22790.24
8/9/2012,601,607,598.5,605.55,604.65,2468280,14917.13
8/8/2012,600,602,594.7,599.5,598.9,2013279,12056.96
8/7/2012,602,602.3,597,600.1,600.1,2807191,16837.62
8/6/2012,593.15,602,593,599.8,600.25,3082294,18451.63
8/3/2012,581,589,579.75,588,588.2,2487875,14518.38
8/2/2012,586.5,589.2,577.3,582.5,582.5,1721365,9986.16
8/1/2012,585.55,588.35,577.6,587.95,586.5,1967747,11493.86
7/31/2012,590,590,579.85,589.4,587.75,2097852,12297.41
7/30/2012,587.1,591.9,584,587.5,587.25,2116571,12441.38
7/27/2012,572,588.7,564.65,587,584.6,3357718,19564.64
7/26/2012,578,578.75,563,567,565.8,4426354,25146.49
7/25/2012,574.45,580.8,573.7,575.7,576.05,2203926,12720.4
7/24/2012,572.55,577.45,570.2,575.65,574.05,1326397,7612.79
7/23/2012,577.4,580,571.05,572.7,573,1523632,8757.22
7/20/2012,589,589,581,583,582.6,1042236,6080.19
7/19/2012,588.6,590.8,585.55,589.15,589.4,1200112,7070.72
7/18/2012,584.7,588.7,580.1,587.3,587,1779499,10413.76
7/17/2012,587,588.75,578.6,584.45,583.25,2134839,12445.68
7/16/2012,588,592.7,581.05,583,582.65,3212540,18871.73
7/13/2012,585,591.4,582.45,586,587.05,2377143,13959.98
7/12/2012,583.9,590.9,575.6,580,580.1,1895937,10998.94
7/11/2012,586.9,593.8,585.1,587.8,587,3074861,18105.77
7/10/2012,580,592.3,577.5,588.9,588.65,3385754,19783.71
7/9/2012,579.95,581.75,569.1,581.2,578.15,1915290,11003.06
7/6/2012,582.1,589,578.5,581.7,581.5,3935380,22994
7/5/2012,577.9,585,575.45,584.9,584.1,2095382,12165.13
7/4/2012,576.7,580.85,575.65,578.6,578,3202571,18517.09
7/3/2012,575.9,580,571.7,575.4,575.85,2116700,12208.79
7/2/2012,564,575,560,575,573.95,2050381,11657.68
6/29/2012,552.1,564.9,552.05,561.9,563.55,3164793,17717.2
6/28/2012,546.9,552.65,543.25,543.25,548.5,3035610,16650.86
6/27/2012,546,554.7,546,548.35,549,2984322,16431.72
6/26/2012,538,548,536.3,545,543.45,1463282,7950.97
6/25/2012,545.4,548.5,535,535.05,536.7,1593712,8667.96
6/22/2012,535.1,545.1,535.1,544.85,544.35,1542204,8342.46
6/21/2012,533,544.7,531.3,542.55,542.9,2663164,14344.08
6/20/2012,537,540.5,528.55,534.8,534.2,2383618,12712.79
6/19/2012,534.8,539,526.3,536.05,536.45,2965184,15767.98
6/18/2012,552,552,529.55,535.3,534.95,2809366,15068.51
6/15/2012,535,549.7,534.95,546.05,547.55,2483056,13505.62
6/14/2012,540,547.4,532.65,533.05,534.4,2160638,11655.19
6/13/2012,551,552.4,539.8,542,541.75,2016183,11009.82
6/12/2012,538.8,550.85,537.95,548.8,549.6,2813460,15364.92
6/11/2012,541.1,548.9,538.4,540.75,541.95,3267971,17802.22
6/8/2012,540.9,542.75,530.95,539.8,539.1,4830686,25998.47
6/7/2012,524.2,539.5,523,538.2,537.8,4950123,26287.69
6/6/2012,504.85,523,503.5,519.15,519.9,6272923,32405.99
6/5/2012,500,504.9,498.45,503.5,501.5,2677678,13452.43
6/4/2012,488,498.5,485.05,498.1,495.65,2840242,13937.28
6/1/2012,504,507.15,490,490.15,490.4,2927187,14559.24
5/31/2012,496,508.9,495.35,508,506.2,4759780,23959.33
5/30/2012,500.05,505.4,496.55,500.05,500.65,2541820,12735.36
5/29/2012,510.15,511.95,502.1,504.65,504.95,2643256,13401.09
5/28/2012,501.2,510.6,500,508.45,508.75,3051713,15403.89
5/25/2012,499.8,503.15,495.6,501,500,2798643,13983.59
5/24/2012,493,502.7,485,501,499.7,2884811,14308.36
5/23/2012,490,492.9,482.2,487,487.2,3173972,15436.93
5/22/2012,503.8,505,486.95,488.85,489.25,2774203,13715.45
5/21/2012,500.25,507.85,493.95,494.4,497.45,2135585,10702.28
5/18/2012,489.8,503.9,489,503,500.55,2403604,11916.4
5/17/2012,497,506.5,495,495,497.8,2904630,14558.87
5/16/2012,494,498.7,486,496.65,495.2,4240218,20884.17
5/15/2012,496,504.45,496,498.5,499.1,2004866,10037.31
5/14/2012,510.75,511.8,494.05,499.2,500.55,2758712,13835.75
5/11/2012,513.25,520,508.2,508.5,510.55,2012521,10354.2
5/10/2012,511.05,522.9,510,518.8,517.5,3021095,15649.31
5/9/2012,513.7,522.6,505.4,511.45,512.65,3755998,19321.38
5/8/2012,532.9,536.4,513.25,513.55,515.35,2820770,14750.69
5/7/2012,531.9,534.55,516.4,534,532.25,4178172,21928.35
5/4/2012,551.2,553.7,534.65,535.25,537.5,3087972,16750.19
5/3/2012,545.5,558,545.45,552.5,554.05,3428637,18970.62
5/2/2012,540.7,551,540.7,550.7,549.9,2244587,12312.48
4/30/2012,543.8,549,540.35,542.55,542.5,1509755,8211.68
4/28/2012,543.95,544.85,542.35,543.8,543.55,46322,251.79
4/27/2012,542,546,534.2,538.65,541.15,1137255,6139.96
4/26/2012,545,549.95,539,541,540.5,2334738,12690.46
4/25/2012,544,549.5,538,546.55,546.65,2694597,14660.17
4/24/2012,546.1,546.5,539.4,543,541.85,2190195,11878.07
4/23/2012,551.95,556,543.3,545.1,545.35,2109412,11591.99
4/20/2012,552.25,558,546.45,550.45,551.1,3931275,21731.15
4/19/2012,540,555.6,537.2,553.3,554.05,4091669,22430.72
4/18/2012,533,539.9,533,538,537.65,3000071,16124.79
4/17/2012,532,535.9,521.1,530.95,530.25,3916452,20731.84
4/16/2012,528.9,531,524.1,529.95,529.75,4349021,22969.15
4/13/2012,536.4,537.75,523.9,528.2,529.35,2458357,13120.39
4/12/2012,525,534.5,524.3,531.9,530.4,3025822,16071.51
4/11/2012,521.85,530.95,517.1,527.3,526.45,1865812,9763.14
4/10/2012,523.4,526,515.85,525.45,524.85,1458518,7587.29
4/9/2012,523.75,526.3,520,521.05,521.75,1259185,6582.89
4/4/2012,525.25,529,524.4,528.7,526.55,1043769,5497.48
4/3/2012,533,536.4,528,529,530.2,3230203,17226.37
4/2/2012,518,529.95,516.1,528.35,528.35,1382733,7262.98
3/30/2012,512,523.85,509.75,516.95,519.85,2796244,14500.71
3/29/2012,508,514.1,505,510,510.1,4056279,20672.57
3/28/2012,518.5,518.5,510.05,513.25,513.45,2174873,11168.04
3/27/2012,515,521.8,512,520,518.85,2964338,15323.42
3/26/2012,513.5,516.5,505.65,512,511.65,2458229,12525.1
3/23/2012,509.5,518.75,500.95,514.8,513.95,2011791,10304.56
3/22/2012,513.9,522.4,500.1,502.8,504.25,2820016,14499.7
3/21/2012,503,517.85,503,516.4,515.65,3005393,15378.38
3/20/2012,496,510.85,493,505.9,505.4,1581068,7979.8
3/19/2012,510.05,510.05,495.1,497,498.85,3824942,19110.46
3/16/2012,510,524.9,505,505.1,507.85,3202652,16514.56
3/15/2012,528,530,509.05,509.9,510.8,3734799,19276.23
3/14/2012,528.1,530,521.45,529.7,528.2,2930281,15421.77
3/13/2012,523,527.5,520.35,522.75,524.4,2769857,14524.8
3/12/2012,534,534.5,517,518.7,518.95,2804346,14586.19
3/9/2012,522,527,519.65,523.15,523.2,2328761,12184.24
3/7/2012,506.85,518,497.55,517.5,515.65,1894409,9620.89
3/6/2012,509.8,521,503.25,505.45,507.4,2899297,14830.51
3/5/2012,520,520.95,505.55,511.45,510.95,2512843,12811.81
3/3/2012,518,521.5,518,518.75,519.3,77945,404.96
3/2/2012,514,525,507.75,519.9,518.75,2029174,10482.23
3/1/2012,517,522.3,505.3,512.35,514,3049623,15592.79
2/29/2012,533.9,539.9,513.35,520,517.1,4997159,26100.89
2/28/2012,519.25,533.4,513.2,529.95,530.5,3700287,19337.18
2/27/2012,526.9,531.45,512.15,514,515.6,3830323,20010.84
2/24/2012,527.2,535.4,515.35,522.05,524.65,4095042,21471.18
2/23/2012,527.2,535.95,527.2,530.3,533.15,4273937,22751.75
2/22/2012,530,538.9,526.65,530.05,531.45,3480777,18560.05
2/21/2012,526,533.5,520.5,532.95,532.05,3707784,19524.95
2/17/2012,531.25,533,520.1,528.3,528.3,3554912,18730.75
2/16/2012,531,537.85,523.25,525.3,526.45,2031066,10719.36
2/15/2012,520.5,534.9,517.25,532.95,533.05,4844896,25541.61
2/14/2012,522.5,523.8,515.05,517.5,517.9,3278707,16996.52
2/13/2012,518.65,525,515.9,520.65,521.95,3653581,19090.06
2/10/2012,522.8,525.65,514,517,517.5,2878793,14938.94
2/9/2012,505.7,525.95,505.65,525,522.55,4340256,22461.23
2/8/2012,510.7,517.8,502.75,510.6,508.45,3465287,17704.44
2/7/2012,514,515.4,508,509.95,509.3,3018927,15447.99
2/6/2012,510,516,500,507.25,507.7,4359656,22097.1
2/3/2012,497.5,508,495.25,507.05,506.25,3728751,18722.64
2/2/2012,499,500,491.3,499,497.9,5710427,28424.14
2/1/2012,494.5,499.7,481.35,497,497.15,3005149,14734.86
1/31/2012,483.5,495,479.85,494.95,492.1,2663462,12975.12
1/30/2012,482.95,483,473,479.45,479.05,2493754,11898.13
1/27/2012,503.9,504,479.65,484,484.2,3719409,18166.33
1/25/2012,490.25,493,485.75,491,490.2,3704775,18115.89
1/24/2012,485.25,493.1,480.55,486,488.8,3765988,18415.1
1/23/2012,486,487.75,480.9,483.45,484,1883432,9130.01
1/20/2012,490,493.45,480.45,486.75,490.55,3597565,17487.9
1/19/2012,486,490.25,480.3,485,486.8,4210544,20448.37
1/18/2012,472.9,485.4,469.6,483.2,481.9,5034311,24019.49
1/17/2012,463.9,469,463,468.3,468.4,1830504,8555.19
1/16/2012,466.8,467.85,458.25,460.05,460.5,1595855,7350.28
1/13/2012,470,473.05,461.05,471,469.6,1845421,8617.48
1/12/2012,461.7,469.1,461.2,468.8,466.65,1993861,9284.65
1/11/2012,460.5,464,455,462.6,462.65,1929778,8869.29
1/10/2012,460,462.3,456,460.25,459.7,2245693,10321.04
1/9/2012,451.9,457.1,446,456.85,455.7,2115984,9582.41
1/7/2012,453,453.3,450,450.2,450.95,141272,637.59
1/6/2012,441,457.15,438.95,455.5,453.3,1988611,8904.63
1/5/2012,444,446.7,440.3,444.5,443.65,1690303,7508.24
1/4/2012,441.9,444.95,430.85,442.1,443.3,2435739,10691.71
1/3/2012,431.4,440.9,430,439,439.15,1719619,7492.28
1/2/2012,428.9,429.8,419.5,427.15,426.85,1757499,7444.86
12/30/2011,433.8,434,422.1,426.2,426.85,1919104,8232.08
12/29/2011,435.65,442,426,430,429.6,2732657,11860.28
12/28/2011,442.5,443,433.05,439,439.8,1917085,8383.91
12/27/2011,440.3,443.6,435.7,441.9,439.7,1573559,6914.09
12/26/2011,439,445.4,437.05,443.15,443.7,1141190,5053.97
12/23/2011,444.2,446.5,436,438,437.55,1713825,7565.36
12/22/2011,431.5,444.8,428.8,444.2,442.85,3394017,14823
12/21/2011,426,439.4,417.8,438.3,435.45,3746720,15995.3
12/20/2011,406,421.6,404,415.4,414.2,4995892,20641.25
12/19/2011,412.05,413,400.25,402.4,406,8085381,32822.26
12/16/2011,434.1,440.5,410,413.65,415.3,7356205,31460.88
12/15/2011,429,436,427,431.5,431.35,6740035,29107.01
12/14/2011,439,443.75,430.25,434.3,434.35,6076681,26542.74
12/13/2011,428,445.4,426,442.9,438.4,3731470,16154.3
12/12/2011,448.1,450.95,426.3,428.05,432.05,3017789,13229.8
12/9/2011,447,451.2,440.5,445.3,443.75,3401728,15177.03
12/8/2011,467,467.7,451.1,452,453.75,3139250,14348.22
12/7/2011,470,470.9,462.1,465,467.1,2793236,13048.17
12/5/2011,463.7,467.45,458,464.3,462.35,2188307,10105.69
12/2/2011,455.15,467.9,453.15,466.55,466,2809257,12959.04
12/1/2011,458.95,467,449.45,452.15,453.5,3482446,15891.29
11/30/2011,429.2,449.65,429.2,443.5,442.5,7053637,31132.88
11/29/2011,444,445.55,432.2,432.25,435.2,3707756,16293.7
11/28/2011,436,444.95,434.1,443,440.85,2722929,11940.31
11/25/2011,427.75,434.9,419.05,432,430.9,4726617,20241.81
11/24/2011,428.8,435,411.3,426.1,429.65,7221297,30561.27
11/23/2011,441.75,441.75,414.2,424,426.1,6391409,27160.8
11/22/2011,447,449.5,440,443.5,444.05,3804576,16941.94
11/21/2011,456,456,440,442,444.65,2548509,11429.69
11/18/2011,455.2,461.6,450.1,459.3,458.3,2930186,13353.38
11/17/2011,463.15,470,456.6,461.45,459.35,2694342,12457.5
11/16/2011,470,472,460.3,469.4,465.7,1779400,8313.39
11/15/2011,470.7,477.8,469.9,470,472.25,2911073,13794.34
11/14/2011,469.9,479.85,468.95,471.45,471.4,3057141,14538.36
11/11/2011,475.65,478.4,462.6,463.55,464.05,2302509,10800.21
11/9/2011,485,485.7,475.3,476.1,477.25,2151247,10341.1
11/8/2011,483,487.35,478.5,484.45,484.25,2098202,10123.36
11/4/2011,486.7,487.9,480.3,483.65,483,1700805,8218.22
11/3/2011,481,484.85,472.1,483.6,481.85,2626409,12542.34
11/2/2011,478.7,488,477.5,481.5,483.1,2527955,12265.11
11/1/2011,485.1,493,480,480.6,482.3,3324879,16124.3
10/31/2011,483,491.75,477.15,490,490,3212854,15641.11
10/28/2011,486,494.5,479.75,482.25,482.65,4509612,21793.88
10/26/2011,472,474.9,470,472.15,472,499071,2354.73
10/25/2011,487.85,490.75,448.55,471.8,468,20657505,95821.66
10/24/2011,492.75,497,482.95,485,484.35,2435773,11943.72
10/21/2011,490.05,491.8,483.3,488,487,2290366,11183.02
